id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
h6mGhjBL-AeTVEQVWw7kfg,mekong-village-seattle,Mekong Village,https://s3-media2.fl.yelpcdn.com/bphoto/mVCRcX2McCB7Pj4cvaHMpw/o.jpg,False,https://www.yelp.com/biz/mekong-village-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,401,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 47.7166898, 'longitude': -122.3443861}","['delivery', 'pickup']",$$,"{'address1': '12020 Aurora Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98133', 'country': 'US', 'state': 'WA', 'display_address': ['12020 Aurora Ave N', 'Seattle, WA 98133']}",+12062571560,(206) 257-1560,11434.715239116422
efLKyjcW59_yG29PhEKGqw,palace-korean-bbq-and-grill-tukwila,Palace Korean BBQ & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/yYGWaD5Nh-EijTFBJKOpMg/o.jpg,False,https://www.yelp.com/biz/palace-korean-bbq-and-grill-tukwila?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,62,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 47.457778, 'longitude': -122.257901}","['delivery', 'pickup']",,"{'address1': '2600 Southcenter Mall', 'address2': '', 'address3': None, 'city': 'Tukwila', 'zip_code': '98188', 'country': 'US', 'state': 'WA', 'display_address': ['2600 Southcenter Mall', 'Tukwila, WA 98188']}",+12062424875,(206) 242-4875,18228.178074930795
rMiNKQ0CJc2UuEcNmm_n6w,swish-swish-lynnwood,Swish Swish,https://s3-media4.fl.yelpcdn.com/bphoto/5f2aVXI8kgy2JtHmnp_ETg/o.jpg,False,https://www.yelp.com/biz/swish-swish-lynnwood?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,336,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,"{'latitude': 47.830666782672566, 'longitude': -122.2729916840187}",['restaurant_reservation'],$$$,"{'address1': '3000 184th St SW', 'address2': 'Ste 947', 'address3': '', 'city': 'Lynnwood', 'zip_code': '98037', 'country': 'US', 'state': 'WA', 'display_address': ['3000 184th St SW', 'Ste 947', 'Lynnwood, WA 98037']}",+14253184955,(425) 318-4955,24432.871043732644
DD4xrGrotcaYYFkGr-zBVg,tres-sandwich-house-bellevue,TRES Sandwich House,https://s3-media1.fl.yelpcdn.com/bphoto/6yUrZSFiZheRrqJhJkvDhw/o.jpg,False,https://www.yelp.com/biz/tres-sandwich-house-bellevue?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,675,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 47.59705, 'longitude': -122.1501}","['delivery', 'pickup']",$,"{'address1': '1502 145th Pl SE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98007', 'country': 'US', 'state': 'WA', 'display_address': ['1502 145th Pl SE', 'Bellevue, WA 98007']}",+14256437333,(425) 643-7333,13623.15635317421
2iDEq-WsiBftB4ThZdMqiA,daimonji-japanese-restaurant-seattle,Daimonji Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/QH1bnO-gVweZ1FGT2qQ9dw/o.jpg,False,https://www.yelp.com/biz/daimonji-japanese-restaurant-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,288,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 47.547646, 'longitude': -122.322293}",['delivery'],$$,"{'address1': '5963 Corson Ave S', 'address2': 'Ste 194', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['5963 Corson Ave S', 'Ste 194', 'Seattle, WA 98108']}",+12067627820,(206) 762-7820,7435.422518502457
I_CSx8FEEfK0-Pwpazek6A,little-tings-dumplings-seattle,Little Ting's Dumplings,https://s3-media1.fl.yelpcdn.com/bphoto/KgJ-FIzVrRAomZJ6TnC8pw/o.jpg,False,https://www.yelp.com/biz/little-tings-dumplings-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,383,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 47.73355, 'longitude': -122.35602}","['delivery', 'pickup']",$$,"{'address1': '14411 Greenwood Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98133', 'country': 'US', 'state': 'WA', 'display_address': ['14411 Greenwood Ave N', 'Seattle, WA 98133']}",+12063633866,(206) 363-3866,13403.541187575092
XHmbKGaDy-CdUV05ldcVQA,hometown-lynnwood-3,Hometown,https://s3-media1.fl.yelpcdn.com/bphoto/sRL_T6_BK3JLYt3SYVG22g/o.jpg,False,https://www.yelp.com/biz/hometown-lynnwood-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,5,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.83305815876673, 'longitude': -122.2770574265766}",[],,"{'address1': '3301 184th St SW', 'address2': 'Ste 235', 'address3': None, 'city': 'Lynnwood', 'zip_code': '98037', 'country': 'US', 'state': 'WA', 'display_address': ['3301 184th St SW', 'Ste 235', 'Lynnwood, WA 98037']}",,,24644.01123867267
j2XFwMQmQ3IQFRyhvicDWQ,beanfish-seattle-3,BeanFish,https://s3-media3.fl.yelpcdn.com/bphoto/iRtSNVXklelWY--lqdHrwA/o.jpg,False,https://www.yelp.com/biz/beanfish-seattle-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,204,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.0,"{'latitude': 47.5973871, 'longitude': -122.3269334}","['pickup', 'delivery']",$,"{'address1': '517 S Weller St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['517 S Weller St', 'Seattle, WA 98104']}",,,1896.0125566714632
gOPpROjtxRN1gkep7tvG2Q,incredibowls-seattle-2,Incredibowls,https://s3-media4.fl.yelpcdn.com/bphoto/EeEZFjjRXModq_rahV35MA/o.jpg,False,https://www.yelp.com/biz/incredibowls-seattle-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,53,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.61125, 'longitude': -122.33493}",[],$$,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",+12063534394,(206) 353-4394,805.0557136803651
yZanaa4fBSmyZiq5CxHkGQ,fort-st-george-seattle,Fort St. George,https://s3-media3.fl.yelpcdn.com/bphoto/FqTVzyuZjZJHXYRRq81gNA/o.jpg,False,https://www.yelp.com/biz/fort-st-george-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,431,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.59819, 'longitude': -122.32598}","['pickup', 'delivery']",$$,"{'address1': '601 S King St', 'address2': 'Ste 202', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['601 S King St', 'Ste 202', 'Seattle, WA 98104']}",+12063820662,(206) 382-0662,1817.036731648501
o_4ZaF3pvcPFmnezkW4U8w,shiku-sushi-seattle,Shiku Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/UCz7tN0a0rMmfAibl_IN3g/o.jpg,False,https://www.yelp.com/biz/shiku-sushi-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,501,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 47.66683, 'longitude': -122.38326}","['pickup', 'delivery']",$$,"{'address1': '5310 Ballard Ave NW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['5310 Ballard Ave NW', 'Seattle, WA 98107']}",+12065882151,(206) 588-2151,7074.40062921867
M5gjalaqrlkVm55RHqiaaA,maneki-seattle,Maneki,https://s3-media2.fl.yelpcdn.com/bphoto/r_gCjNFXAwT0HklvX_hGCA/o.jpg,False,https://www.yelp.com/biz/maneki-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,1253,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 47.59974, 'longitude': -122.32614}",['delivery'],$$,"{'address1': '304 6th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['304 6th Ave S', 'Seattle, WA 98104']}",+12066222631,(206) 622-2631,1649.661273499299
2O-o80-GeJbTVez89jpiKQ,kokio-chicken-bistro-kirkland-2,Kokio Chicken Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/OtnqXuu9BrYe9tBwNLR-AA/o.jpg,False,https://www.yelp.com/biz/kokio-chicken-bistro-kirkland-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,6,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 47.67623464382743, 'longitude': -122.20506}",[],,"{'address1': '147 Park Ln', 'address2': '', 'address3': None, 'city': 'Kirkland', 'zip_code': '98033', 'country': 'US', 'state': 'WA', 'display_address': ['147 Park Ln', 'Kirkland, WA 98033']}",+14258228049,(425) 822-8049,11620.673983849025
W-VN-2rxF_1a5hP4XkxBXA,arashi-ramen-seattle,Arashi Ramen,https://s3-media4.fl.yelpcdn.com/bphoto/XQVdF0N4BdRUtPbmzCPlzA/o.jpg,False,https://www.yelp.com/biz/arashi-ramen-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,452,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.5,"{'latitude': 47.6682, 'longitude': -122.3823}","['pickup', 'delivery']",$$,"{'address1': '5401 20th Ave NW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['5401 20th Ave NW', 'Seattle, WA 98107']}",+12064927933,(206) 492-7933,7160.217907067253
Xgeb-8Fr6FvDMOTuw7r0NQ,sisters-and-brothers-seattle,Sisters And Brothers,https://s3-media3.fl.yelpcdn.com/bphoto/pScBIHqOWK043uEeIwkJ7w/o.jpg,False,https://www.yelp.com/biz/sisters-and-brothers-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,740,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,"{'latitude': 47.6244213, 'longitude': -122.3650559}",['delivery'],$$,"{'address1': '544 Elliott Ave W', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['544 Elliott Ave W', 'Seattle, WA 98119']}",+12062832078,(206) 283-2078,2856.7015217413195
BSgxRBWSNzLo4dAtW0HZug,rock-box-seattle,Rock Box,https://s3-media1.fl.yelpcdn.com/bphoto/eJ8FFfmUHl_Q-RdqCSU9mA/o.jpg,False,https://www.yelp.com/biz/rock-box-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,531,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 47.61556, 'longitude': -122.32018}",[],$$,"{'address1': '1603 Nagle Pl', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1603 Nagle Pl', 'Seattle, WA 98122']}",+12063027625,(206) 302-7625,748.6039725105885
C-I1NdCHg3GB29Koj2gI_A,jo-a-japanese-restaurant-silverdale,Jo:a Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/yaFwMmRJWrlaiadyUxcgaw/o.jpg,False,https://www.yelp.com/biz/jo-a-japanese-restaurant-silverdale?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,427,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 47.65903, 'longitude': -122.684288}",['delivery'],$$,"{'address1': '10516 Silverdale Way NW', 'address2': 'Ste 120', 'address3': '', 'city': 'Silverdale', 'zip_code': '98383', 'country': 'US', 'state': 'WA', 'display_address': ['10516 Silverdale Way NW', 'Ste 120', 'Silverdale, WA 98383']}",+13606921380,(360) 692-1380,27053.96650279938
HYkj542sOG32WVF0yXIm4g,bimbap-seattle,Bimbap,https://s3-media3.fl.yelpcdn.com/bphoto/kps87JopLxfLA3msnMX9Xw/o.jpg,False,https://www.yelp.com/biz/bimbap-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,4,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'korean', 'title': 'Korean'}]",3.0,"{'latitude': 47.6162834723451, 'longitude': -122.33999114323}",[],,"{'address1': '2121 7th Ave', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2121 7th Ave', 'Seattle, WA 98121']}",,,779.1286977693787
koxtonldmCqtKaI1igXs5g,fan-tang-asian-cafe-kirkland,Fan Tang Asian Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/5hZnVHndMjGdg3KAHepdtA/o.jpg,False,https://www.yelp.com/biz/fan-tang-asian-cafe-kirkland?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,115,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 47.66612, 'longitude': -122.19796}","['pickup', 'delivery']",$$,"{'address1': '10615 NE 68th St', 'address2': None, 'address3': '', 'city': 'Kirkland', 'zip_code': '98033', 'country': 'US', 'state': 'WA', 'display_address': ['10615 NE 68th St', 'Kirkland, WA 98033']}",+14252984597,(425) 298-4597,11431.81279579748
N07bTK3wFGUcQ7nRpLDkmg,hong-noodle-bellevue-3,Hong Noodle,https://s3-media2.fl.yelpcdn.com/bphoto/PpIg72HclDdVzpQ_KQGUVQ/o.jpg,False,https://www.yelp.com/biz/hong-noodle-bellevue-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,111,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.0,"{'latitude': 47.576649, 'longitude': -122.138686}","['pickup', 'delivery']",$$,"{'address1': '15100 SE 38th St', 'address2': 'Ste 102', 'address3': None, 'city': 'Bellevue', 'zip_code': '98006', 'country': 'US', 'state': 'WA', 'display_address': ['15100 SE 38th St', 'Ste 102', 'Bellevue, WA 98006']}",+14257462567,(425) 746-2567,14945.745819922398
BF34LsKy5X-y-aGJuN7uqg,peking-chinese-restaurant-bellevue,Peking Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/X8ls7rppQtMLUTLbVGZkzw/o.jpg,False,https://www.yelp.com/biz/peking-chinese-restaurant-bellevue?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,153,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 47.628311, 'longitude': -122.151451}",['delivery'],$$,"{'address1': '14150 NE 20th St', 'address2': 'Ste C', 'address3': '', 'city': 'Bellevue', 'zip_code': '98007', 'country': 'US', 'state': 'WA', 'display_address': ['14150 NE 20th St', 'Ste C', 'Bellevue, WA 98007']}",+14256435030,(425) 643-5030,13468.342166662545
ZCtSkAulGzhWd1o0oWbYgQ,din-tai-fung-seattle-14,Din Tai Fung,https://s3-media1.fl.yelpcdn.com/bphoto/jtYf8emVTpYTFRP53-58pA/o.jpg,False,https://www.yelp.com/biz/din-tai-fung-seattle-14?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,2046,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.612517, 'longitude': -122.33541}","['pickup', 'delivery']",$$,"{'address1': '600 Pine St', 'address2': 'Ste 403', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['600 Pine St', 'Ste 403', 'Seattle, WA 98101']}",+12066829888,(206) 682-9888,450.7977682991435
oPR0VBsJ-Y0gFQ_-EIGrnw,mount-and-bao-seattle,Mount&Bao,https://s3-media4.fl.yelpcdn.com/bphoto/XPOXIX9Hk-M-ym3reHqJFA/o.jpg,False,https://www.yelp.com/biz/mount-and-bao-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,240,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.72025, 'longitude': -122.29423}","['pickup', 'delivery']",$$,"{'address1': '12534 Lake City Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98125', 'country': 'US', 'state': 'WA', 'display_address': ['12534 Lake City Way NE', 'Seattle, WA 98125']}",+12065567137,(206) 556-7137,12082.211800542631
5p-ChdV913FkLJQn_kjvRA,noodle-boat-thai-cuisine-issaquah,Noodle Boat Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/cZ31Zh_hHNdIqhCwRl8eEg/o.jpg,False,https://www.yelp.com/biz/noodle-boat-thai-cuisine-issaquah?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,518,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.54376, 'longitude': -122.04714}","['pickup', 'delivery']",$$,"{'address1': '700 NW Gilman Blvd', 'address2': 'Ste E104B', 'address3': '', 'city': 'Issaquah', 'zip_code': '98027', 'country': 'US', 'state': 'WA', 'display_address': ['700 NW Gilman Blvd', 'Ste E104B', 'Issaquah, WA 98027']}",+14253918096,(425) 391-8096,22622.666868663233
UMWigSBp30eQtgMdW3h5Rg,di-fiora-seattle,Di Fiora,https://s3-media1.fl.yelpcdn.com/bphoto/zligsA1I_CjJ6tKiaGYr-Q/o.jpg,False,https://www.yelp.com/biz/di-fiora-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,540,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 47.61288, 'longitude': -122.3242}","['pickup', 'delivery']",,"{'address1': '1320 University St', 'address2': 'Ste 1', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1320 University St', 'Ste 1', 'Seattle, WA 98101']}",+12063255508,(206) 325-5508,463.5888946137976
VhBH3d6jqSo3y9gThKF2tA,the-rice-table-bellevue,The Rice Table,https://s3-media1.fl.yelpcdn.com/bphoto/yjakZMeSuUtTyoEp-jcz1g/o.jpg,False,https://www.yelp.com/biz/the-rice-table-bellevue?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,17,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 47.55122, 'longitude': -122.17849}",[],,"{'address1': '5806 119th Ave SE', 'address2': None, 'address3': '', 'city': 'Bellevue', 'zip_code': '98006', 'country': 'US', 'state': 'WA', 'display_address': ['5806 119th Ave SE', 'Bellevue, WA 98006']}",+14256446415,(425) 644-6415,13359.842586454373
9yHJsyGu_AtyTlDkVKRYPA,katsu-burger-seattle,Katsu Burger,https://s3-media3.fl.yelpcdn.com/bphoto/ydiDVGHQBjgJEWVcLGSoSw/o.jpg,False,https://www.yelp.com/biz/katsu-burger-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,913,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 47.54408, 'longitude': -122.32914}","['delivery', 'pickup']",$$,"{'address1': '6538 4th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['6538 4th Ave S', 'Seattle, WA 98108']}",+12067620752,(206) 762-0752,7809.345957136255
a1JPm2OYOoFQpru-1fQRjg,fashion-dim-sum-edmonds-3,Fashion Dim Sum,https://s3-media2.fl.yelpcdn.com/bphoto/W7Ma_9-fojSfKFXQdi0AEg/o.jpg,False,https://www.yelp.com/biz/fashion-dim-sum-edmonds-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,451,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 47.791226, 'longitude': -122.337117}",['delivery'],$$,"{'address1': '22923 Hwy 99', 'address2': None, 'address3': '', 'city': 'Edmonds', 'zip_code': '98026', 'country': 'US', 'state': 'WA', 'display_address': ['22923 Hwy 99', 'Edmonds, WA 98026']}",+14256972886,(425) 697-2886,19679.186380480533
Cceafwu35LqImjLx1Gzddg,nara-teriyaki-shoreline,Nara Teriyaki,https://s3-media2.fl.yelpcdn.com/bphoto/Ma0Fz3lhH3XdQyR6gutgDw/o.jpg,False,https://www.yelp.com/biz/nara-teriyaki-shoreline?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,155,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 47.73839, 'longitude': -122.34622}","['delivery', 'pickup']",$$,"{'address1': '15033 Aurora Ave N', 'address2': '', 'address3': '', 'city': 'Shoreline', 'zip_code': '98133', 'country': 'US', 'state': 'WA', 'display_address': ['15033 Aurora Ave N', 'Shoreline, WA 98133']}",+12064179978,(206) 417-9978,13842.883491333567
DySJj5h0DLa0JnVhRcXbEQ,cookies-country-chicken-seattle,Cookie's Country Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/_omXcnOzVajKr_3VUkCugg/o.jpg,False,https://www.yelp.com/biz/cookies-country-chicken-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,180,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,"{'latitude': 47.6689625, 'longitude': -122.3809583}",['delivery'],$$,"{'address1': '1744 NW Market St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['1744 NW Market St', 'Seattle, WA 98107']}",+12066035111,(206) 603-5111,7175.985928754459
